,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,Is_test,SalePrice
1431,20,RL,74.0,8847,0,None,3,Lvl,3,Inside,2,Somerst,Norm,Norm,1Fam,1Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,148.0,4,3,PConc,4,3,3,6,769.0,1,0.0,769.0,1538.0,GasA,5,1,4,1538,0,0,1538,1.0,0.0,2,0,3,1,4,7,7,0,0,Attchd,2005.0,2,2.0,484.0,3,3,2,146,40,0,0,0,0,0,0,None,0,12,2007,WD ,0,260000.0
1432,20,RL,0.0,8050,0,None,2,Lvl,3,Inside,2,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,1959,Hip,CompShg,MetalSd,MetalSd,BrkFace,150.0,3,3,CBlock,3,3,1,4,856.0,3,162.0,125.0,1143.0,GasA,3,1,4,1143,0,0,1143,1.0,0.0,1,0,3,1,3,6,7,0,0,Attchd,1959.0,2,1.0,308.0,3,3,2,0,0,0,0,0,0,0,4,None,0,5,2010,WD ,0,136000.0
1433,20,RL,70.0,8294,0,None,3,Lvl,3,Inside,2,NAmes,Norm,Norm,1Fam,1Story,4,5,1971,1971,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,1,1,0.0,1,0.0,858.0,858.0,GasA,3,1,4,872,0,0,872,0.0,0.0,1,0,3,1,3,5,7,0,0,Detchd,1974.0,1,4.0,480.0,3,3,2,0,0,0,0,0,0,0,2,None,0,6,2007,WD ,0,123000.0
1434,50,RM,0.0,7920,0,Grvl,2,Lvl,3,Inside,2,IDOTRR,Artery,Norm,1Fam,1.5Fin,6,7,1920,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,2,CBlock,3,3,1,1,0.0,1,0.0,319.0,319.0,GasA,3,1,3,1035,371,0,1406,0.0,0.0,1,0,3,1,2,6,7,0,0,None,1978.0,0,0.0,0.0,0,0,0,0,144,0,0,0,0,0,3,None,0,3,2008,WD ,0,89500.0
1435,20,RL,100.0,18494,0,None,2,Lvl,3,Corner,2,Gilbert,Norm,Norm,1Fam,1Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,1,0.0,1,0.0,1324.0,1324.0,GasA,5,1,4,1324,0,0,1324,0.0,0.0,2,0,3,1,4,6,7,0,0,Attchd,2005.0,3,2.0,430.0,3,3,2,36,23,0,0,0,0,0,0,None,0,1,2010,WD ,0,199500.0
1436,20,RL,0.0,7162,0,None,2,Lvl,3,Inside,2,Sawyer,Norm,Norm,1Fam,1Story,5,7,1966,1966,Gable,CompShg,HdBoard,HdBoard,BrkCmn,41.0,3,3,PConc,3,3,1,1,0.0,1,0.0,876.0,876.0,GasA,3,1,4,904,0,0,904,0.0,0.0,1,0,3,1,3,6,7,0,0,Attchd,1966.0,1,1.0,408.0,3,3,2,0,0,0,0,0,0,0,3,None,0,12,2008,WD ,0,109900.0
1437,70,RL,53.0,10918,0,None,3,Lvl,3,Inside,2,Crawfor,Norm,Norm,1Fam,2Story,7,9,1926,2004,Gambrel,CompShg,MetalSd,MetalSd,None,0.0,4,3,BrkTil,4,3,1,1,0.0,1,0.0,1276.0,1276.0,GasA,5,1,4,1276,804,0,2080,0.0,0.0,1,1,3,1,4,9,7,2,4,Detchd,1926.0,1,1.0,282.0,3,3,2,0,0,0,0,145,0,0,3,None,0,6,2009,WD ,0,234000.0
1438,120,RM,37.0,4435,0,None,3,Lvl,3,Inside,2,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,169.0,4,3,PConc,4,3,2,6,662.0,1,0.0,186.0,848.0,GasA,5,1,4,848,0,0,848,1.0,0.0,1,0,1,1,4,3,7,1,4,Attchd,2004.0,2,2.0,420.0,3,3,2,140,0,0,0,0,0,0,0,None,0,5,2006,WD ,0,155900.0
1439,50,RL,0.0,11250,0,None,3,Lvl,3,Inside,2,ClearCr,Norm,Norm,1Fam,1.5Fin,4,5,1957,1989,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,3,1,0.0,1,0.0,1104.0,1104.0,GasA,5,1,3,1104,684,0,1788,1.0,0.0,1,0,5,1,3,8,5,2,3,Attchd,1957.0,1,1.0,304.0,3,3,2,120,0,0,0,0,0,0,0,None,0,11,2009,WD ,0,161500.0
1440,20,RL,0.0,14375,0,None,2,Lvl,1,CulDSac,2,Timber,Norm,Norm,1Fam,SLvl,6,6,1958,1958,Gable,CompShg,HdBoard,HdBoard,BrkFace,541.0,3,3,CBlock,3,3,1,6,111.0,3,354.0,354.0,819.0,GasA,4,1,3,1344,0,0,1344,0.0,1.0,1,0,3,1,4,7,7,1,4,Basment,1958.0,2,2.0,525.0,3,3,2,0,118,0,0,233,0,0,0,None,0,1,2009,COD,0,137500.0
1441,190,RM,100.0,9045,0,None,3,Lvl,3,Inside,2,OldTown,Norm,Norm,2fmCon,2Story,5,3,1910,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,2,BrkTil,3,3,2,1,0.0,1,0.0,840.0,840.0,Grav,2,0,2,1128,1128,0,2256,0.0,0.0,2,0,4,2,2,12,7,0,0,None,1978.0,0,0.0,0.0,0,0,0,0,18,18,0,0,0,0,0,None,0,6,2010,WD ,0,76500.0
1442,60,RL,97.0,10029,0,None,2,Lvl,3,Corner,2,ClearCr,Norm,Norm,1Fam,2Story,6,5,1988,1989,Gable,CompShg,Plywood,Plywood,BrkFace,268.0,4,3,PConc,4,3,1,6,831.0,1,0.0,320.0,1151.0,GasA,3,1,4,1164,896,0,2060,0.0,1.0,2,1,4,1,3,8,7,1,3,Attchd,1988.0,1,2.0,521.0,3,3,2,0,228,0,0,192,0,0,0,None,0,9,2007,WD ,0,211000.0
1443,120,RH,34.0,4060,0,None,3,Lvl,3,Inside,2,NAmes,Norm,Norm,TwnhsE,1Story,6,5,1998,1999,Gable,CompShg,MetalSd,MetalSd,None,0.0,4,3,PConc,4,3,1,6,266.0,1,0.0,1139.0,1405.0,GasA,5,1,4,1337,0,0,1337,1.0,0.0,2,0,2,1,4,5,7,0,0,Attchd,1998.0,3,2.0,511.0,3,3,2,144,68,0,0,0,0,0,0,None,0,8,2008,COD,0,181000.0
1444,80,RL,82.0,9020,0,None,3,Lvl,3,Inside,2,NAmes,Norm,Norm,1Fam,SLvl,6,7,1966,1966,Gable,CompShg,HdBoard,HdBoard,BrkFace,183.0,3,3,CBlock,3,3,4,3,312.0,5,539.0,276.0,1127.0,GasA,3,1,4,1165,0,0,1165,1.0,0.0,1,1,3,1,3,6,7,0,0,Attchd,1966.0,2,2.0,490.0,4,4,2,0,129,0,0,0,0,0,4,None,0,5,2008,WD ,0,174900.0
1445,80,RL,96.0,11777,0,None,2,Lvl,3,Inside,2,Sawyer,Norm,Norm,1Fam,SLvl,5,6,1966,1966,Gable,CompShg,VinylSd,VinylSd,BrkFace,97.0,3,3,CBlock,3,3,3,2,328.0,5,551.0,285.0,1164.0,GasA,5,1,4,1320,0,0,1320,1.0,0.0,1,0,3,1,3,6,7,2,2,Attchd,1966.0,2,2.0,564.0,3,3,2,160,68,240,0,0,0,0,0,None,0,5,2006,WD ,0,164500.0
1446,20,RL,70.0,10171,0,None,2,Lvl,3,Inside,2,NridgHt,Norm,Norm,1Fam,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,168.0,4,3,PConc,4,3,1,6,2.0,1,0.0,1515.0,1517.0,GasA,5,1,4,1535,0,0,1535,0.0,0.0,2,0,3,1,4,7,7,0,0,Attchd,2004.0,2,2.0,532.0,3,3,2,0,0,0,0,0,0,0,0,None,0,3,2010,WD ,0,214000.0
1447,60,RL,80.0,10400,0,None,3,Lvl,3,Inside,2,NWAmes,Norm,Norm,1Fam,2Story,7,6,1980,1988,Gable,CompShg,HdBoard,HdBoard,BrkFace,280.0,3,3,CBlock,4,3,2,1,0.0,1,0.0,738.0,738.0,GasA,3,1,4,1277,767,0,2044,0.0,0.0,2,1,3,1,3,7,6,1,3,Attchd,1980.0,1,2.0,489.0,3,3,2,28,73,0,0,0,0,0,0,None,0,3,2008,WD ,0,185000.0
1448,50,RM,52.0,6240,0,None,3,Lvl,3,Inside,2,BrkSide,Norm,Norm,1Fam,1.5Fin,4,7,1929,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,PConc,3,3,1,4,80.0,1,0.0,624.0,704.0,GasA,5,1,4,624,512,0,1136,0.0,1.0,1,0,2,1,3,6,7,0,0,Detchd,1990.0,1,1.0,336.0,3,3,2,0,365,80,0,0,0,0,0,None,0,8,2008,WD ,0,123000.0
1449,85,RL,0.0,12150,0,None,2,Bnk,3,CulDSac,2,Mitchel,Norm,Norm,1Fam,SFoyer,6,6,1979,1979,Gable,CompShg,HdBoard,Wd Shng,None,0.0,3,3,CBlock,4,3,3,6,1001.0,1,0.0,0.0,1001.0,GasA,3,1,4,1299,0,0,1299,1.0,0.0,2,0,2,1,4,5,7,1,1,BuiltIn,1979.0,2,2.0,486.0,3,3,2,84,0,222,0,0,0,0,3,None,0,1,2007,WD ,0,183500.0
1450,160,FV,24.0,2645,0,Pave,3,Lvl,3,Inside,2,Somerst,Norm,Norm,Twnhs,2Story,8,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,456.0,4,3,PConc,4,3,1,1,0.0,1,0.0,776.0,776.0,GasA,5,1,4,764,677,0,1441,0.0,0.0,2,1,2,1,4,5,7,0,0,Detchd,1999.0,1,2.0,492.0,3,3,2,206,0,0,0,0,0,0,0,None,0,11,2007,WD ,0,174000.0
1451,20,RL,0.0,22692,0,None,2,Lvl,3,Inside,2,Edwards,Norm,Norm,1Fam,1Story,5,5,1953,1953,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,1,3,587.0,1,0.0,486.0,1073.0,GasA,3,1,4,1630,0,0,1630,0.0,0.0,2,0,3,1,3,6,4,1,3,Detchd,1953.0,1,2.0,649.0,3,3,1,0,64,0,0,0,0,0,0,None,0,3,2007,COD,0,130000.0
1452,70,RM,60.0,9600,0,Grvl,3,Lvl,3,Inside,2,OldTown,Norm,Norm,1Fam,2Story,7,7,1925,1990,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,4,1,2,16.0,1,0.0,712.0,728.0,GasA,5,1,4,832,809,0,1641,0.0,1.0,1,1,3,1,5,6,7,1,4,Detchd,1925.0,1,2.0,546.0,2,3,2,0,0,234,0,0,0,0,0,None,0,8,2006,WD ,0,178000.0
1453,60,RL,74.0,13830,0,None,2,Lvl,3,Inside,2,Gilbert,Norm,Norm,1Fam,2Story,5,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,1,6,791.0,1,0.0,137.0,928.0,GasA,4,1,4,928,701,0,1629,0.0,0.0,2,1,3,1,3,6,7,1,3,Attchd,1997.0,3,2.0,482.0,3,3,2,212,34,0,0,0,0,0,3,None,0,3,2010,WD ,0,189900.0
1454,120,RM,0.0,4435,0,None,3,Lvl,3,Inside,2,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,170.0,4,3,PConc,4,3,3,6,685.0,1,0.0,163.0,848.0,GasA,5,1,4,848,0,0,848,1.0,0.0,1,0,1,1,4,4,7,0,0,Attchd,2003.0,3,2.0,420.0,3,3,2,140,0,0,0,0,0,0,0,None,0,6,2009,WD ,0,144000.0
1455,30,RM,0.0,5890,0,None,3,Lvl,3,Corner,2,IDOTRR,Norm,Norm,1Fam,1Story,6,8,1930,2007,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,4,BrkTil,3,3,3,5,538.0,1,0.0,278.0,816.0,GasA,5,1,4,816,0,0,816,0.0,0.0,1,0,2,1,3,5,7,0,0,Detchd,2002.0,1,1.0,432.0,3,3,2,0,0,96,0,0,0,0,0,None,0,6,2008,WD ,0,120500.0
1456,20,RL,112.0,10859,0,None,3,Lvl,3,Corner,2,CollgCr,Norm,Norm,1Fam,1Story,5,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,1,1,0.0,1,0.0,1097.0,1097.0,GasA,5,1,4,1097,0,0,1097,0.0,0.0,1,1,3,1,3,6,7,0,0,Attchd,1995.0,1,2.0,672.0,3,3,2,392,64,0,0,0,0,0,0,None,0,6,2009,WD ,0,145000.0
1457,120,RL,41.0,5330,0,None,3,Lvl,3,Inside,2,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,2000,2000,Gable,CompShg,CemntBd,CmentBd,None,0.0,4,3,PConc,4,3,3,6,1196.0,1,0.0,298.0,1494.0,GasA,5,1,4,1652,0,0,1652,1.0,0.0,2,0,2,1,5,6,7,0,0,Attchd,2000.0,2,2.0,499.0,3,3,2,96,48,0,0,0,0,0,0,None,0,8,2007,WD ,0,251000.0
1458,90,RL,72.0,10778,0,None,3,Lvl,3,Inside,2,Sawyer,Norm,Norm,Duplex,1Story,4,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,1,1,0.0,1,0.0,1768.0,1768.0,GasA,3,0,4,1768,0,0,1768,0.0,0.0,2,0,4,2,3,8,7,0,0,None,1978.0,0,0.0,0.0,0,0,2,0,0,0,0,0,0,0,0,None,0,4,2010,WD ,0,136500.0
1459,90,RL,74.0,6845,0,None,3,Lvl,3,Inside,2,Edwards,Norm,Norm,Duplex,1Story,4,5,1955,1955,Gable,CompShg,WdShing,Wd Shng,BrkCmn,58.0,3,3,Slab,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,3,0,2,1152,0,0,1152,0.0,0.0,2,0,2,2,3,6,7,0,0,None,1978.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,None,0,7,2008,WD ,0,82500.0
1460,30,I (all),109.0,21780,1,None,3,Lvl,2,Inside,2,IDOTRR,Norm,Norm,1Fam,1Story,2,4,1910,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,CBlock,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,3,0,3,810,0,0,810,0.0,0.0,1,0,1,1,3,4,6,0,0,Detchd,1975.0,1,1.0,280.0,3,3,0,119,24,0,0,0,0,0,0,None,0,3,2009,ConLD,0,57625.0
1461,120,RL,80.0,10307,0,None,2,Lvl,3,Inside,2,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,176.0,4,3,PConc,4,3,1,6,876.0,1,0.0,474.0,1350.0,GasA,5,1,4,1358,0,0,1358,1.0,0.0,2,0,2,1,4,6,7,1,4,Attchd,2008.0,2,2.0,484.0,3,3,2,192,26,0,0,0,0,0,0,None,0,5,2009,WD ,0,212500.0
1462,120,RM,32.0,4500,0,None,3,Lvl,3,FR2,2,Mitchel,Norm,Norm,Twnhs,1Story,6,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,116.0,3,3,PConc,5,3,1,6,897.0,1,0.0,319.0,1216.0,GasA,5,1,4,1216,0,0,1216,1.0,0.0,2,0,2,1,3,5,7,0,0,Attchd,1998.0,1,2.0,402.0,3,3,2,0,125,0,0,0,0,0,0,None,0,5,2006,WD ,0,164000.0
1463,50,RM,75.0,9060,0,None,3,Lvl,3,Inside,2,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,5,1957,1957,Gable,CompShg,MetalSd,MetalSd,BrkFace,327.0,3,3,CBlock,3,3,1,1,0.0,1,0.0,967.0,967.0,GasA,4,1,4,967,671,0,1638,0.0,0.0,2,0,4,1,4,6,7,0,0,Detchd,1957.0,1,1.0,384.0,3,3,2,0,21,0,0,0,0,0,0,None,0,4,2006,WD ,0,139000.0
1464,160,FV,24.0,2160,0,Pave,3,Lvl,3,Inside,2,Somerst,Norm,Norm,Twnhs,2Story,7,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,212.0,4,3,PConc,4,3,1,4,510.0,1,0.0,90.0,600.0,GasA,5,1,4,624,628,0,1252,1.0,0.0,2,1,2,1,4,4,7,0,0,Detchd,1999.0,1,2.0,462.0,3,3,2,0,48,0,0,0,0,0,0,None,0,3,2008,WD ,0,160000.0
1465,85,RL,70.0,7669,0,None,3,Lvl,3,Inside,2,Mitchel,Norm,Norm,1Fam,SFoyer,5,6,1992,1993,Gable,CompShg,HdBoard,Wd Shng,None,0.0,3,3,PConc,4,3,3,6,718.0,2,110.0,0.0,828.0,GasA,3,1,4,883,0,0,883,1.0,0.0,1,0,2,1,3,5,7,1,2,Detchd,1998.0,1,2.0,698.0,3,3,2,100,32,0,0,0,0,0,4,None,0,6,2009,WD ,0,149000.0
1466,20,RL,62.0,9858,0,None,3,Lvl,3,Inside,2,Mitchel,Norm,Norm,1Fam,1Story,5,6,1968,1968,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,1,4,510.0,1,0.0,354.0,864.0,GasA,3,1,4,874,0,0,874,1.0,0.0,1,0,3,1,3,5,7,0,0,Attchd,1968.0,2,1.0,288.0,3,3,2,33,0,0,0,0,0,0,2,Shed,600,11,2009,WD ,0,130000.0
1467,70,RM,50.0,10300,0,None,2,Bnk,3,Inside,2,OldTown,RRAn,Feedr,1Fam,2Story,7,6,1921,1950,Gable,CompShg,Stucco,Stucco,None,0.0,3,3,BrkTil,3,3,1,1,0.0,1,0.0,576.0,576.0,GasA,4,1,4,902,808,0,1710,0.0,0.0,2,0,3,1,3,9,7,0,0,Detchd,1990.0,1,2.0,480.0,3,3,2,12,11,64,0,0,0,0,4,None,0,4,2010,WD ,0,140000.0
1468,20,FV,65.0,8125,0,None,3,Lvl,3,Corner,2,Somerst,Norm,Norm,1Fam,1Story,8,5,2008,2009,Hip,CompShg,VinylSd,VinylSd,BrkFace,288.0,4,3,PConc,4,3,1,1,0.0,1,0.0,1836.0,1836.0,GasA,5,1,4,1836,0,0,1836,0.0,0.0,2,0,3,1,4,8,7,1,4,Attchd,2009.0,3,2.0,517.0,3,3,2,0,175,0,0,0,0,0,0,None,0,10,2009,New,0,264500.0
1469,20,RL,69.0,14850,0,None,2,Lvl,3,Inside,2,NAmes,Norm,Norm,1Fam,1Story,5,5,1957,1957,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,3,895.0,1,0.0,197.0,1092.0,GasA,3,1,3,1092,0,0,1092,1.0,0.0,1,0,2,1,3,6,7,1,3,Attchd,1957.0,3,1.0,299.0,3,3,2,268,0,0,0,122,0,0,1,None,0,5,2006,WD ,0,141000.0
1470,120,FV,35.0,4274,0,Pave,2,Lvl,3,Inside,2,Somerst,Norm,Norm,TwnhsE,1Story,7,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,6,1106.0,1,0.0,135.0,1241.0,GasA,5,1,4,1241,0,0,1241,1.0,0.0,1,1,1,1,4,4,7,0,0,Attchd,2007.0,3,2.0,569.0,3,3,2,0,116,0,0,0,0,0,0,None,0,11,2007,New,0,199900.0
1471,20,RL,80.0,9650,0,None,3,Lvl,3,Inside,2,NWAmes,Norm,Norm,1Fam,1Story,6,5,1977,1977,Gable,CompShg,Plywood,Plywood,BrkFace,360.0,3,3,CBlock,4,3,1,5,686.0,1,0.0,664.0,1350.0,GasA,3,1,4,1334,0,0,1334,0.0,1.0,2,0,2,1,3,6,7,1,3,Attchd,1977.0,2,2.0,630.0,3,3,2,0,16,0,0,0,0,0,0,None,0,4,2009,WD ,0,167900.0
1472,20,RL,0.0,14585,0,None,2,Lvl,3,CulDSac,2,NAmes,Norm,Norm,1Fam,1Story,6,6,1960,1987,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,85.0,3,3,CBlock,3,3,1,4,594.0,3,219.0,331.0,1144.0,GasA,5,1,4,1429,0,0,1429,0.0,1.0,1,0,3,1,4,7,7,2,4,Attchd,1960.0,1,2.0,572.0,3,3,2,216,110,0,0,0,0,0,0,None,0,6,2007,WD ,0,181900.0
1473,20,FV,75.0,9000,0,None,3,Lvl,3,Inside,2,Somerst,Norm,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,36.0,4,3,PConc,4,3,3,6,1078.0,1,0.0,488.0,1566.0,GasA,5,1,4,1566,0,0,1566,1.0,0.0,2,0,3,1,4,7,7,0,0,Attchd,2008.0,2,2.0,750.0,3,3,2,144,168,0,0,0,0,0,0,None,0,4,2010,WD ,0,262500.0
1474,60,RL,0.0,13774,0,None,2,Lvl,3,Inside,2,NWAmes,Norm,Norm,1Fam,2Story,7,7,1977,1992,Hip,CompShg,HdBoard,HdBoard,BrkFace,283.0,3,4,PConc,4,3,1,6,432.0,1,0.0,476.0,908.0,GasA,5,1,4,1316,972,0,2288,0.0,0.0,1,2,4,1,4,8,7,2,3,Attchd,1977.0,2,2.0,520.0,3,3,2,321,72,0,0,156,0,0,0,None,0,11,2009,WD ,0,230000.0
1475,120,FV,50.0,5119,0,None,2,Lvl,3,CulDSac,2,Somerst,Norm,Norm,TwnhsE,1Story,9,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,60.0,4,3,PConc,5,3,3,6,1238.0,1,0.0,460.0,1698.0,GasA,5,1,4,1709,0,0,1709,1.0,0.0,2,0,2,1,4,5,7,1,3,Attchd,1999.0,3,2.0,506.0,3,3,2,97,65,0,0,0,0,0,0,None,0,1,2008,CWD,0,328900.0
1476,20,RL,71.0,9254,0,None,2,Lvl,3,Inside,2,NridgHt,Norm,Norm,1Fam,1Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,210.0,4,3,PConc,4,3,1,6,119.0,1,0.0,1602.0,1721.0,GasA,5,1,4,1721,0,0,1721,1.0,0.0,2,0,3,1,4,7,7,0,0,Attchd,2005.0,2,2.0,554.0,3,3,2,168,27,0,0,0,0,0,0,None,0,1,2007,WD ,0,232698.0
1477,20,RL,95.0,10324,0,None,2,Lvl,3,Corner,2,CollgCr,Norm,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,BrkFace,140.0,4,3,PConc,4,3,3,6,872.0,1,0.0,382.0,1254.0,GasA,5,1,4,1254,0,0,1254,1.0,0.0,2,0,2,1,4,5,7,0,0,Attchd,2008.0,2,3.0,810.0,3,3,2,168,92,0,0,0,0,0,0,None,0,3,2009,WD ,0,221800.0
1478,50,RL,63.0,8375,0,None,3,Lvl,3,Corner,2,Sawyer,Norm,Norm,1Fam,1.5Fin,5,7,1941,1973,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,1,5,336.0,1,0.0,240.0,576.0,GasA,4,1,4,864,486,0,1350,1.0,0.0,1,1,2,1,4,6,6,0,0,2Types,1973.0,1,3.0,627.0,3,3,0,0,0,0,0,0,0,0,3,None,0,6,2008,WD ,0,152400.0
1479,20,RL,75.0,9750,0,None,3,Lvl,3,Inside,2,CollgCr,Norm,Norm,1Fam,1Story,7,5,2000,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,171.0,4,3,PConc,4,3,1,1,0.0,1,0.0,1630.0,1630.0,GasA,5,1,4,1630,0,0,1630,0.0,0.0,2,0,3,1,4,6,7,1,3,Attchd,2000.0,1,2.0,451.0,3,3,2,74,234,0,0,0,0,0,0,None,0,10,2009,WD ,0,213000.0
1480,60,RL,74.0,7632,0,None,2,Lvl,3,Inside,2,SawyerW,Norm,Norm,1Fam,2Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,96.0,4,3,PConc,4,3,1,1,0.0,1,0.0,784.0,784.0,GasA,5,1,4,831,754,0,1585,0.0,0.0,2,1,3,1,4,7,7,0,0,Attchd,2005.0,2,2.0,449.0,3,3,2,100,77,0,0,0,0,0,0,None,0,3,2006,WD ,0,184900.0
1481,190,RL,90.0,15750,0,None,3,Lvl,3,Corner,2,Crawfor,Norm,Norm,2fmCon,1Story,5,5,1953,1953,Hip,CompShg,MetalSd,MetalSd,BrkFace,56.0,3,3,CBlock,3,3,2,4,841.0,1,0.0,324.0,1165.0,GasA,3,1,4,1336,0,0,1336,1.0,0.0,1,0,2,1,3,5,7,2,4,Attchd,1953.0,1,1.0,375.0,3,3,2,0,0,0,0,0,0,0,0,None,0,6,2006,WD ,0,157000.0
1482,20,RL,0.0,9240,0,None,2,Lvl,3,Inside,2,Sawyer,Norm,Norm,1Fam,1Story,5,6,1962,2002,Hip,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,1,4,612.0,1,0.0,252.0,864.0,GasA,4,1,4,1211,0,0,1211,0.0,0.0,1,0,2,1,3,6,6,1,3,Detchd,1972.0,1,2.0,576.0,3,3,2,161,0,0,0,0,0,0,3,None,0,3,2006,WD ,0,144000.0
1483,20,RL,80.0,10400,0,None,3,Lvl,3,Inside,2,NWAmes,Norm,Norm,1Fam,1Story,6,5,1979,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,253.0,3,3,CBlock,4,3,1,6,903.0,1,0.0,356.0,1259.0,GasA,5,1,4,1353,0,0,1353,1.0,0.0,2,0,2,1,3,5,7,1,3,Attchd,1979.0,2,2.0,478.0,3,3,2,240,141,0,0,0,0,0,0,None,0,8,2007,WD ,0,192350.0
1484,20,RL,80.0,8800,0,None,3,Lvl,3,Inside,2,NAmes,Norm,Norm,1Fam,1Story,7,6,1966,1966,Hip,CompShg,HdBoard,Plywood,BrkFace,202.0,3,3,CBlock,3,3,1,4,654.0,1,0.0,520.0,1174.0,GasA,5,1,4,1200,0,0,1200,0.0,1.0,2,0,3,1,3,6,7,1,3,Attchd,1966.0,2,2.0,440.0,3,3,2,0,0,0,0,0,0,0,3,None,0,10,2007,CWD,0,163500.0
1485,60,RL,86.0,11839,0,None,3,Lvl,3,Inside,2,SawyerW,Norm,Norm,1Fam,2Story,7,5,1990,1990,Hip,CompShg,HdBoard,HdBoard,BrkFace,99.0,3,3,PConc,4,3,1,6,1085.0,1,0.0,390.0,1475.0,GasA,5,1,4,1532,797,0,2329,1.0,0.0,2,1,4,1,4,10,7,1,5,Attchd,1990.0,1,2.0,514.0,3,3,2,192,121,0,0,0,0,0,0,None,0,5,2008,WD ,0,262280.0
